"","Control1","Control2","Control3","M1","M2","M3"
"Pfkfb4",0,-1,1,-1,1,0
"Pfkl",1,0,-1,-1,1,0
"Pfkm",-1,0,0,-1,1,1
"Pfkp",1,1,-1,-1,0,0
"Pgam1",1,0,-1,-1,1,0
"Pgam2",-1,1,0,-1,1,0
"Pgap1",0,1,1,0,-1,-1
"Pgd",1,0,-1,1,-1,0
"Pgghg",-1,1,1,0,-1,0
"Pgk1",1,0,-1,-1,1,0
"Pgk2",-1,-1,-1,-1,-1,-1
"Pgls",1,0,-1,-1,1,0
"Pglyrp1",0,1,-1,-1,0,1
"Pglyrp2",1,0,0,-1,-1,1
"Pglyrp3",-1,-1,-1,-1,-1,-1
"Pglyrp4",-1,-1,-1,-1,-1,-1
"Pgm1",-1,-1,1,0,0,1
"Pgm2",0,1,1,-1,-1,0
"Pgm2l1",0,1,1,0,-1,-1
"Pgm3",0,1,1,0,-1,-1
"Pgm5",-1,1,1,0,-1,0
"Pgp",1,1,-1,-1,0,0
"Pgs1",1,1,-1,0,0,-1
"Phgdh",-1,0,1,0,-1,1
"Phka1",-1,0,1,-1,0,1
"Phka2",-1,-1,1,0,0,1
"Phkb",-1,0,1,-1,0,1
"Phkg1",-1,0,1,-1,1,0
"Phkg2",-1,1,0,1,-1,0
"Phospho1",1,0,-1,-1,1,0
"Phospho2",0,-1,1,1,0,-1
"Phpt1",-1,0,-1,0,1,1
"Phyh",0,-1,1,-1,1,0
"Phykpl",1,0,-1,-1,1,0
"Pi4k2a",0,1,-1,0,-1,1
"Pi4k2b",0,1,1,0,-1,-1
"Pi4ka",0,-1,1,-1,0,1
"Pi4kb",-1,0,1,-1,0,1
"Piga",-1,1,1,0,-1,0
"Pigb",0,1,1,0,-1,-1
"Pigc",-1,1,0,1,-1,0
"Pigf",0,0,1,1,-1,-1
"Pigg",0,1,1,-1,0,-1
"Pigh",0,1,0,-1,-1,1
"Pigk",-1,0,1,0,-1,1
"Pigl",0,-1,1,1,-1,0
"Pigm",-1,1,0,1,-1,0
"Pign",0,0,1,-1,-1,1
"Pigo",1,1,-1,-1,0,0
"Pigp",-1,0,0,1,1,-1
"Pigq",0,-1,0,-1,1,1
"Pigs",-1,1,0,0,-1,1
"Pigt",-1,1,0,0,-1,1
"Pigu",-1,1,1,-1,0,0
"Pigv",0,1,-1,-1,0,1
"Pigw",-1,-1,1,0,1,0
"Pigx",-1,1,1,0,-1,0
"Pigyl",0,-1,-1,1,1,0
"Pigz",1,-1,0,0,-1,1
"Pik3c2a",0,1,1,0,-1,-1
"Pik3c2b",-1,1,1,-1,0,0
"Pik3c2g",0,1,1,-1,0,-1
"Pik3c3",0,1,1,-1,-1,0
"Pik3ca",0,1,1,0,-1,-1
"Pik3cb",-1,0,1,1,-1,0
"Pik3cd",-1,0,1,-1,0,1
"Pik3cg",0,0,1,-1,-1,1
"Pik3r1",-1,1,1,0,-1,0
"Pik3r2",-1,0,0,1,-1,1
"Pik3r3",1,-1,1,0,-1,0
"Pik3r5",0,1,-1,0,-1,1
"Pik3r6",0,-1,0,1,-1,1
"Pikfyve",-1,0,1,1,-1,0
"Pin1",-1,0,-1,0,1,1
"Pin4-ps",0,0,0,0,0,0
"Pip4k2a",-1,0,1,0,-1,1
"Pip4k2b",-1,0,1,0,-1,1
"Pip4k2c",1,1,0,-1,-1,0
"Pip4p1",-1,0,-1,1,0,1
"Pip4p2",1,1,-1,0,-1,0
"Pip5k1a",-1,1,1,0,-1,0
"Pip5k1b",0,1,1,-1,-1,0
"Pip5k1c",0,1,0,-1,-1,1
"Pip5kl1",-1,-1,-1,0,-1,-1
"Pipox",1,1,0,0,-1,-1
"Pisd",1,-1,0,-1,1,0
"Pja1",-1,1,0,0,-1,1
"Pja2",0,0,1,-1,-1,1
"Pklr",-1,-1,0,-1,-1,-1
"Pkm",1,0,-1,-1,1,0
"Pla2g10",-1,-1,-1,0,-1,-1
"Pla2g12a",0,-1,-1,1,1,0
"Pla2g12b",-1,-1,-1,-1,-1,-1
"Pla2g15",-1,1,0,0,-1,1
"Pla2g1b",-1,-1,-1,-1,-1,-1
"Pla2g2a",-1,-1,-1,-1,-1,-1
"Pla2g2c",-1,0,-1,-1,-1,-1
"Pla2g2d",0,0,1,-1,-1,1
"Pla2g2e",1,0,0,-1,0,-1
"Pla2g2f",0,-1,-1,-1,-1,-1
"Pla2g3",0,0,-1,-1,1,-1
"Pla2g4a",0,1,1,-1,-1,0
"Pla2g4b",-1,-1,-1,-1,-1,-1
"Pla2g4c",-1,0,1,-1,1,0
"Pla2g4d",-1,-1,-1,-1,-1,-1
"Pla2g4e",-1,0,1,-1,1,0
"Pla2g4f",1,-1,-1,0,-1,-1
"Pla2g5",0,1,0,-1,-1,1
"Pla2g6",-1,0,-1,0,1,1
"Pla2g7",1,1,0,-1,-1,0
"Plaat3",0,0,0,0,0,0
"Plb1",1,1,-1,-1,0,0
"Plcb1",-1,0,1,1,-1,0
"Plcb2",1,-1,0,0,-1,1
"Plcb3",-1,0,1,0,-1,1
"Plcb4",1,-1,1,0,-1,0
"Plcd1",-1,-1,0,0,1,1
"Plcd3",0,1,0,-1,1,-1
"Plcd4",0,-1,1,-1,1,0
"Plce1",-1,-1,1,0,0,1
"Plcg1",-1,0,1,-1,0,1
"Plcg2",0,1,1,-1,-1,0
"Plch1",-1,1,-1,0,-1,0
"Plch2",-1,1,0,1,-1,0
"Plcl1",0,1,1,-1,0,-1
"Plcl2",-1,0,1,-1,0,1
"Plcxd2",1,1,0,-1,-1,0
"Plcz1",-1,-1,0,-1,-1,-1
"Pld1",0,1,1,-1,-1,0
"Pld2",0,1,1,-1,-1,0
"Pld3",0,1,0,-1,-1,1
"Pld4",-1,0,1,0,-1,1
"Pld6",1,-1,-1,0,1,0
"Plg",-1,-1,1,-1,-1,-1
"Plin1",-1,-1,1,0,0,1
"Plin2",1,1,-1,0,0,-1
"Plin3",1,0,-1,-1,0,1
"Plin4",-1,-1,1,0,0,1
"Plod1",-1,-1,1,0,0,1
"Plod2",-1,0,1,1,-1,0
"Plod3",-1,0,1,0,-1,1
"Plpbp",1,0,-1,-1,1,0
"Plpp1",-1,0,1,-1,1,0
"Plpp2",1,1,-1,0,-1,0
"Plpp3",-1,0,1,0,-1,1
"Plpp4",-1,-1,-1,-1,-1,-1
"Plpp5",1,1,0,-1,-1,0
"Plpp6",-1,-1,1,0,0,1
"Plpp7",0,0,-1,-1,1,1
"Plppr2",-1,0,-1,1,0,1
"Plppr3",-1,0,0,1,-1,1
"Plppr4",1,-1,0,-1,1,0
"Plppr5",-1,-1,-1,-1,-1,-1
"Pltp",0,1,0,-1,-1,1
"Plxnb3",0,0,1,-1,-1,1
"Pmm1",1,0,-1,1,-1,0
"Pmm2",1,-1,0,-1,1,0
"Pmpca",1,-1,0,-1,0,1
"Pmvk",1,0,-1,1,-1,0
"Pnck",0,1,1,-1,-1,0
"Pnkp",1,1,-1,0,-1,0
"Pnlip",-1,-1,-1,-1,-1,-1
"Pnliprp1",-1,-1,-1,-1,0,-1
"Pnliprp2",-1,-1,-1,-1,-1,-1
"Pnmt",0,0,-1,-1,1,0
"Pnp",-1,-1,0,1,0,1
"Pnpla2",0,-1,-1,0,1,1
"Pnpla3",0,-1,0,1,-1,1
"Pnpla6",-1,1,-1,0,0,1
"Pnpla7",-1,0,1,-1,0,1
"Pnpla8",1,0,1,-1,0,-1
"Pnpo",-1,0,-1,1,1,0
"Poglut1",-1,0,1,0,-1,1
"Pola1",0,1,1,-1,-1,0
"Pola2",-1,0,1,0,-1,1
"Polb",0,0,1,-1,1,-1
"Pold1",0,1,-1,0,-1,1
"Pold2",1,-1,-1,0,0,1
"Pold3",1,1,0,-1,-1,0
"Pold4",-1,1,-1,1,0,0
"Pole",-1,0,1,0,-1,1
"Pole2",0,-1,1,0,-1,1
"Pole3",-1,0,1,0,-1,1
"Pole4",0,0,-1,1,1,-1
"Polg",-1,0,0,-1,1,1
"Polg2",0,1,-1,-1,1,0
"Polh",-1,0,1,-1,0,1
"Poli",-1,1,1,0,-1,0
"Polk",-1,1,1,0,-1,0
"Poll",0,1,-1,-1,1,0
"Polm",-1,1,0,0,-1,1
"Poln",1,-1,0,-1,1,0
"Polq",0,-1,1,-1,0,1
"Polr1a",-1,0,1,0,-1,1
"Polr1b",-1,0,1,0,-1,1
"Polr1c",-1,1,-1,0,0,1
"Polr1d",0,0,-1,1,1,-1
"Polr1e",-1,1,-1,1,0,0
"Polr1h",0,0,0,0,0,0
"Polr2a",-1,1,0,0,-1,1
"Polr2b",0,0,1,-1,-1,1
"Polr2c",-1,0,1,0,1,-1
"Polr2d",-1,0,-1,1,0,1
"Polr2e",-1,0,-1,0,1,1
"Polr2f",0,-1,-1,1,1,0
"Polr2g",-1,1,-1,1,0,0
"Polr2h",-1,1,-1,0,0,1
"Polr2i",0,0,-1,1,1,-1
"Polr2j",1,1,-1,0,-1,0
"Polr2l",-1,0,-1,1,1,0
"Polr3a",0,1,1,-1,-1,0
"Polr3b",0,0,1,-1,-1,1
"Polr3c",-1,0,1,-1,1,0
"Polr3d",-1,1,1,0,-1,0
"Polr3e",-1,-1,1,0,0,1
"Polr3f",-1,0,1,1,-1,0
"Polr3g",0,-1,1,1,-1,0
"Polr3gl",-1,-1,1,1,0,0
"Polr3h",-1,1,-1,1,0,0
"Polr3k",0,1,0,1,-1,-1
"Polrmt",0,0,-1,-1,1,1
"Pom121",-1,-1,0,1,0,1
"Pomgnt1",0,-1,0,-1,1,1
"Pomt1",-1,-1,0,1,0,1
"Pomt2",-1,0,1,0,-1,1
"Pon1",0,0,1,-1,1,-1
"Pon2",-1,0,1,1,-1,0
"Pon3",0,-1,1,1,-1,0
"Por",-1,-1,1,0,1,0
"Porcn",0,-1,0,1,-1,1
"Ppa1",1,-1,0,-1,1,0
"Ppa2",0,-1,1,0,1,-1
"Ppara",0,-1,0,-1,1,1
"Ppat",0,1,1,-1,-1,0
"Ppcdc",-1,0,-1,1,1,0
"Ppcs",1,-1,-1,0,1,0
"Ppia",1,0,0,1,-1,-1
"Ppib",0,1,-1,0,-1,1
"Ppic",-1,-1,1,0,0,1
"Ppid",0,0,1,1,-1,-1
"Ppie",0,1,-1,0,-1,1
"Ppif",1,0,-1,-1,1,0
"Ppig",0,1,0,1,-1,-1
"Ppih",-1,0,-1,1,0,1
"Ppil1",0,1,-1,0,-1,1
"Ppil2",0,0,1,-1,-1,1
"Ppil3",-1,0,0,1,-1,1
"Ppil4",0,0,1,1,-1,-1
"Ppil6",0,1,1,-1,-1,0
"Ppip5k1",0,-1,1,-1,1,0
"Ppip5k2",-1,1,1,0,-1,0
"Ppm1l",0,-1,1,-1,1,0
"Ppox",-1,1,-1,1,0,0
"Ppp1ca",-1,0,-1,0,1,1
"Ppp1cb",1,1,0,-1,0,-1
"Ppp1ccb",0,0,0,0,0,0
"Ppp1r3b",-1,-1,0,0,1,1
"Ppp1r3c",-1,-1,1,1,0,0
"Ppt1",0,1,1,-1,-1,0
"Ppt2",0,1,-1,-1,0,1
"Ppwd1",-1,0,1,1,-1,0
"Prdx1",0,1,1,-1,-1,0
"Prdx2",0,-1,-1,0,1,1
"Prdx3",1,-1,0,-1,1,0
"Prdx5",0,-1,-1,0,1,1
"Prdx6",-1,-1,0,0,1,1
"Prep",-1,0,1,-1,0,1
"Prkaca",0,-1,0,-1,1,1
"Prkacb",-1,0,1,0,-1,1
"Prkd1",-1,-1,1,0,0,1
"Prkn",-1,-1,1,0,1,0
"Prmt1",-1,0,1,-1,0,1
"Prmt2",-1,1,0,0,-1,1
"Prmt3",-1,1,1,0,-1,0
"Prmt5",-1,0,1,0,-1,1
"Prmt6",-1,0,0,1,-1,1
"Prmt7",0,-1,-1,0,1,1
"Prmt8",-1,-1,-1,-1,-1,-1
"Prmt9",-1,1,1,0,-1,0
"Prodh",0,1,-1,1,-1,0
"Prodh2",-1,-1,-1,-1,-1,-1
"Prps1",-1,0,0,1,-1,1
"Prps1l1",-1,-1,-1,0,-1,-1
"Prps2",0,1,1,-1,-1,0
"Prrt2",-1,1,1,-1,0,0
"Prune1",-1,1,1,-1,0,0
"Psap",0,1,0,-1,-1,1
"Psat1",-1,0,1,0,-1,1
"Psph",1,-1,-1,0,1,0
"Ptdss1",-1,1,0,0,-1,1
"Ptdss2",0,0,-1,-1,1,1
"Pten",-1,0,1,1,0,-1
"Ptgds",0,-1,-1,1,1,0
"Ptges",0,1,0,1,-1,-1
"Ptges2",1,-1,-1,0,1,0
"Ptges3-ps",0,0,0,0,0,0
"Ptgis",1,-1,0,0,-1,1
"Ptgr1",-1,1,1,0,-1,0
"Ptgs1",0,1,0,-1,-1,1
"Ptgs2",1,0,1,-1,-1,0
"Ptpdc1",-1,0,1,1,-1,0
"Ptpmt1",0,0,0,0,0,0
"Ptprq",-1,-1,0,-1,-1,-1
"Ptrh1",-1,0,-1,1,0,1
"Ptrh2",0,-1,-1,1,0,1
"Pts",1,-1,0,0,1,-1
"Pus1",-1,0,-1,1,0,1
"Pxdn",-1,0,1,0,-1,1
"Pxylp1",-1,1,1,0,-1,0
"Pycr1",-1,1,-1,0,0,1
"Pycr2",0,1,-1,0,-1,1
"Pycrl",0,-1,-1,0,1,1
"Pygb",-1,0,1,0,-1,1
"Pygl",0,-1,0,-1,1,1
"Pygm",0,-1,0,-1,1,1
"Pyurf",1,-1,-1,0,1,0
"Qars",0,1,0,-1,-1,1
"Qdpr",0,-1,-1,1,1,0
"Qpct",1,-1,1,0,-1,0
"Qprt",0,1,-1,0,-1,1
"Qtrt1",-1,1,-1,1,0,0
"Qtrt2",-1,0,1,1,-1,0
"Rad1",-1,1,1,-1,0,0
"Rad18",-1,1,1,0,-1,0
"Rad9a",-1,0,0,1,-1,1
"Rae1",-1,1,1,0,-1,0
"Rag1",-1,-1,-1,-1,-1,-1
"Ralbp1",0,1,1,-1,-1,0
"Ranbp2",0,1,1,0,-1,-1
"Rars",-1,0,1,0,-1,1
"Rbak",-1,1,1,0,-1,0
"Rbbp6",-1,0,1,1,0,-1
"Rbks",-1,-1,1,0,1,0
"Rbp1",0,1,-1,0,-1,1
"Rbp2",-1,-1,-1,-1,-1,0
"Rbp3",-1,-1,-1,-1,-1,-1
"Rbp4",1,-1,-1,0,1,0
"Rchy1",-1,1,1,-1,0,0
"Rcl1",-1,-1,0,1,0,1
"Rdh1",1,-1,0,-1,0,1
"Rdh10",-1,1,1,0,-1,0
"Rdh11",0,1,-1,1,-1,0
"Rdh12",-1,1,-1,0,1,0
"Rdh13",0,-1,-1,0,1,1
"Rdh14",1,-1,0,0,1,-1
"Rdh5",-1,0,-1,1,0,1
"Rdh8",-1,-1,-1,-1,-1,-1
"Renbp",0,1,-1,0,-1,1
"Rev3l",-1,1,1,0,-1,0
"Rfc5",0,1,-1,0,-1,1
"Rfk",1,1,0,-1,0,-1
"Rfwd3",0,1,1,-1,-1,0
"Rgl1",-1,0,1,0,-1,1
"Rgn",-1,-1,1,0,-1,0
"Rhag",-1,-1,-1,-1,0,-1
"Rhbg",-1,1,0,1,-1,0
"Rhcg",-1,-1,-1,-1,-1,-1
"Ring1",-1,1,-1,0,0,1
"Rlbp1",0,-1,-1,-1,-1,-1
"Rnf103",0,1,1,0,-1,-1
"Rnf115",0,0,1,-1,-1,1
"Rnf123",0,0,-1,-1,1,1
"Rnf125",0,1,1,-1,-1,0
"Rnf126",-1,0,-1,1,1,0
"Rnf128",1,1,0,-1,0,-1
"Rnf13",0,1,1,-1,-1,0
"Rnf130",-1,1,1,0,-1,0
"Rnf133",-1,-1,-1,-1,-1,-1
"Rnf138",-1,1,0,1,0,-1
"Rnf139",0,-1,1,-1,1,0
"Rnf14",-1,-1,1,0,0,1
"Rnf144a",-1,-1,1,0,0,1
"Rnf144b",-1,0,1,1,-1,0
"Rnf146",1,1,0,0,-1,-1
"Rnf149",1,1,0,0,-1,-1
"Rnf152",1,-1,0,-1,1,0
"Rnf167",0,1,-1,-1,0,1
"Rnf180",-1,1,0,-1,0,1
"Rnf182",1,0,0,-1,-1,1
"Rnf185",-1,0,1,0,-1,1
"Rnf187",-1,0,-1,1,0,1
"Rnf19a",-1,0,1,1,-1,0
"Rnf19b",-1,0,0,1,-1,1
"Rnf2",0,0,1,1,-1,-1
"Rnf20",0,1,1,-1,-1,0
"Rnf216",0,0,1,-1,-1,1
"Rnf217",0,-1,1,0,1,-1
"Rnf25",-1,0,1,1,-1,0
"Rnf31",-1,1,0,0,-1,1
"Rnf40",-1,1,0,-1,0,1
"Rnf41",-1,1,1,0,-1,0
"Rnf5",1,0,-1,-1,1,0
"Rnf8",0,1,-1,1,-1,0
"Rngtt",1,0,1,0,-1,-1
"Rnmt",-1,0,1,1,0,-1
"Rnpep",-1,1,0,1,-1,0
"Rora",0,1,1,0,-1,-1
"Rpe",1,0,1,0,-1,-1
"Rpe65",-1,-1,-1,-1,-1,-1
"Rpia",0,0,-1,1,1,-1
"Rpl36al",0,1,-1,1,-1,0
"Rpn1",0,1,-1,0,-1,1
"Rpn2",-1,1,0,0,-1,1
"Rpp14",1,0,-1,1,0,-1
"Rpusd4",0,1,-1,0,1,-1
"Rrm1",0,0,1,-1,-1,1
"Rrm2",0,1,0,-1,-1,1
"Rrm2b",0,0,1,1,-1,-1
"Rrp8",-1,0,1,1,-1,0
"Rtca",-1,-1,0,1,1,0
"Rwdd2a",-1,1,0,1,0,-1
"Rxra",-1,0,0,1,-1,1
"Sacm1l",1,0,1,0,-1,-1
"Sae1",-1,0,1,0,-1,1
"Sap130",0,0,1,-1,-1,1
"Sapcd1",1,-1,-1,0,1,0
"Sardh",-1,0,-1,0,1,1
"Sars",-1,1,1,-1,0,0
"Sat1",0,1,1,0,-1,-1
"Sat2",-1,-1,1,1,0,0
"Satl1",-1,-1,-1,-1,-1,-1
"Sc5d",0,0,1,1,-1,-1
"Scarb1",-1,1,0,0,-1,1
"Scarf2",-1,1,-1,0,0,1
"Sccpdh",0,-1,1,1,0,-1
"Scd1",-1,0,1,0,-1,1
"Scd2",1,0,-1,1,-1,0
"Scly",0,1,-1,0,-1,1
"Scp2",0,-1,0,1,1,-1
"Sdc1",-1,1,0,0,-1,1
"Sdha",1,-1,0,-1,1,0
"Sdhb",1,0,-1,-1,1,0
"Sdhc",1,-1,-1,0,1,0
"Sdhd",1,-1,0,-1,1,0
"Sdr16c5",-1,-1,-1,-1,-1,-1
"Sdr42e1",-1,1,0,0,-1,1
"Sdr9c7",0,-1,-1,-1,-1,-1
"Sds",0,1,0,0,-1,-1
"Sdsl",0,-1,-1,0,1,1
"Sec11a",-1,1,0,1,-1,0
"Sec11c",1,1,-1,0,-1,0
"Sec13",0,1,-1,0,-1,1
"Seh1l",-1,1,1,0,-1,0
"Selenoi",-1,0,1,0,-1,1
"Sephs1",-1,1,1,0,-1,0
"Sephs2",0,-1,-1,1,1,0
"Serpina1b",1,-1,1,-1,0,0
"Serpina1c",1,-1,1,-1,0,0
"Serpina1e",-1,0,1,0,-1,-1
"Serpina3c",-1,0,1,1,-1,0
"Serpina3f",-1,0,1,0,-1,1
"Serpina3k",-1,0,1,1,-1,0
"Serpina3m",-1,0,1,0,-1,1
"Setd1a",-1,0,1,-1,0,1
"Setd1b",0,1,0,-1,-1,1
"Setd2",-1,1,1,0,0,-1
"Setd5",-1,1,1,0,-1,0
"Setd6",-1,0,0,1,1,-1
"Setd7",0,1,1,0,-1,-1
"Setdb1",-1,1,1,0,-1,0
"Setdb2",-1,1,1,0,-1,0
"Setmar",-1,0,1,-1,0,1
"Sfxn1",-1,-1,1,1,0,0
"Sfxn3",0,1,0,-1,-1,1
"Sgms1",-1,1,1,0,-1,0
"Sgms2",-1,0,0,1,-1,1
"Sgpl1",0,-1,1,-1,1,0
"Sgpp1",-1,1,1,0,-1,0
"Sgpp2",-1,0,0,0,-1,1
"Sgsh",0,1,0,-1,-1,1
"Sh3bp1",-1,1,0,0,-1,1
"Sh3glb1",0,-1,1,0,1,-1
"Sh3rf1",-1,1,1,0,-1,0
"Sh3rf2",1,-1,0,-1,1,0
"Sh3rf3",0,0,1,-1,-1,1
"Shmt1",1,0,-1,-1,1,0
"Shmt2",0,1,-1,-1,0,1
"Shpk",0,-1,-1,1,1,0
"Shprh",0,1,1,0,-1,-1
"Siae",0,0,1,-1,-1,1
"Siah1a",0,1,-1,0,1,-1
"Siah2",1,0,-1,1,0,-1
"Sin3a",-1,0,1,-1,0,1
"Sin3b",-1,0,-1,0,1,1
"Sirt1",-1,1,1,0,0,-1
"Sirt2",0,-1,1,-1,1,0
"Sirt3",1,0,-1,-1,1,0
"Sirt5",1,0,-1,-1,1,0
"Sirt6",-1,1,-1,0,0,1
"Sirt7",0,1,-1,1,0,-1
"Sis",-1,-1,-1,-1,-1,-1
"Slc10a1",-1,-1,0,-1,1,-1
"Slc10a2",-1,-1,-1,-1,-1,-1
"Slc10a6",-1,0,0,1,-1,1
"Slc11a1",0,1,0,-1,-1,1
"Slc11a2",0,1,-1,-1,0,1
"Slc12a1",-1,-1,-1,-1,-1,-1
"Slc12a2",-1,-1,1,0,1,0
"Slc12a3",-1,-1,-1,-1,0,-1
"Slc12a4",-1,0,1,0,-1,1
"Slc12a5",0,-1,0,-1,1,1
"Slc12a6",0,0,1,-1,-1,1
"Slc12a7",-1,0,1,-1,0,1
"Slc13a1",-1,-1,-1,-1,-1,-1
"Slc13a2",1,1,-1,0,-1,0
"Slc13a3",0,-1,0,1,-1,1
"Slc13a4",-1,-1,0,1,0,1
"Slc13a5",-1,-1,0,-1,-1,1
"Slc14a1",0,-1,1,1,-1,0
"Slc14a2",-1,-1,-1,-1,-1,-1
"Slc15a1",-1,0,-1,-1,-1,-1
"Slc15a2",0,1,0,1,-1,-1
"Slc15a3",0,1,0,-1,-1,1
"Slc15a4",-1,1,-1,0,0,1
"Slc16a1",1,0,-1,-1,1,0
"Slc16a10",-1,-1,1,1,0,0
"Slc16a12",1,0,-1,1,-1,0
"Slc16a13",-1,-1,0,1,0,1
"Slc16a2",1,0,-1,-1,1,0
"Slc16a3",-1,1,0,0,-1,1
"Slc16a4",-1,0,1,1,0,-1
"Slc16a5",1,1,0,-1,0,-1
"Slc16a6",-1,0,1,-1,0,1
"Slc16a7",-1,-1,1,1,0,0
"Slc16a8",0,-1,-1,1,1,0
"Slc16a9",1,0,0,-1,-1,1
"Slc17a1",-1,-1,-1,-1,-1,-1
"Slc17a2",-1,-1,-1,-1,-1,-1
"Slc17a3",-1,-1,-1,-1,-1,0
"Slc17a4",-1,-1,-1,-1,-1,-1
"Slc17a5",1,1,0,0,-1,-1
"Slc17a6",-1,-1,-1,-1,-1,-1
"Slc17a7",1,1,-1,0,-1,0
"Slc17a8",0,-1,1,1,0,-1
"Slc18a1",0,1,1,0,-1,-1
"Slc18a2",-1,-1,1,1,0,0
"Slc18a3",-1,-1,-1,-1,-1,-1
"Slc19a1",0,0,-1,1,-1,1
"Slc19a2",0,-1,1,-1,1,0
"Slc19a3",0,0,1,-1,-1,1
"Slc1a1",1,1,0,-1,0,-1
"Slc1a2",1,1,0,0,-1,-1
"Slc1a3",-1,-1,1,0,0,1
"Slc1a4",1,1,0,0,-1,-1
"Slc1a5",-1,-1,1,1,0,0
"Slc1a6",-1,-1,-1,0,-1,1
"Slc1a7",-1,0,0,1,-1,-1
"Slc20a1",-1,0,1,1,0,-1
"Slc20a2",0,-1,1,-1,1,0
"Slc22a1",-1,-1,-1,-1,1,0
"Slc22a12",1,-1,0,0,-1,-1
"Slc22a13",-1,-1,-1,0,-1,-1
"Slc22a15",-1,0,0,-1,1,1
"Slc22a16",-1,-1,-1,-1,-1,-1
"Slc22a18",0,1,-1,0,-1,1
"Slc22a19",-1,-1,-1,-1,-1,-1
"Slc22a2",1,-1,0,-1,1,0
"Slc22a27",-1,-1,-1,-1,-1,-1
"Slc22a28",-1,-1,-1,-1,-1,-1
"Slc22a29",-1,-1,-1,-1,-1,-1
"Slc22a3",-1,-1,1,0,1,0
"Slc22a30",-1,-1,-1,-1,-1,-1
"Slc22a4",-1,-1,1,1,0,0
"Slc22a5",-1,0,1,-1,1,0
"Slc22a6",-1,-1,-1,-1,-1,-1
"Slc22a7",0,1,-1,-1,-1,-1
"Slc22a8",-1,-1,0,-1,-1,-1
"Slc23a1",-1,1,1,0,-1,0
"Slc23a2",0,0,1,-1,-1,1
"Slc24a1",-1,1,0,0,0,-1
"Slc24a2",0,-1,1,-1,1,0
"Slc24a3",0,-1,0,-1,1,1
"Slc24a4",1,-1,-1,-1,-1,-1
"Slc24a5",-1,0,0,1,0,-1
"Slc25a1",0,-1,-1,1,0,1
"Slc25a10",-1,0,-1,1,0,1
"Slc25a11",1,0,-1,-1,1,0
"Slc25a12",0,-1,1,-1,0,1
"Slc25a13",0,1,1,-1,-1,0
"Slc25a14",-1,1,1,-1,0,0
"Slc25a15",1,0,-1,-1,1,0
"Slc25a16",1,-1,0,-1,1,0
"Slc25a17",0,-1,-1,0,1,1
"Slc25a18",-1,0,0,0,-1,1
"Slc25a19",1,-1,-1,0,1,0
"Slc25a2",-1,-1,0,1,0,-1
